Name,Time,Cumulative PnL
TKSPY,2019-Oct-32 19:06:35.613000,4027.059600
TKSPY,2019-Oct-32 19:07:53.247000,4275.313200
TKSPY,2019-Oct-32 19:09:08.140000,3734.650800
TKSPY,2019-Oct-32 19:10:22.529000,4193.541600
TKSPY,2019-Oct-32 19:11:39.815000,4361.676400
TKSPY,2019-Oct-32 19:12:47.539000,4277.525600
TKSPY,2019-Oct-32 19:14:11.739000,3982.421200
TKSPY,2019-Oct-32 19:15:47.536000,4109.192800
TKSPY,2019-Oct-32 19:17:01.256000,4257.526800
TKSPY,2019-Oct-32 19:18:17.619000,4702.512400
TKSPY,2019-Oct-32 19:19:31.268000,4235.084400
TKSPY,2019-Oct-32 19:20:48.936000,4554.934600
TKSPY,2019-Oct-32 19:22:09.482000,4789.824000
TKSPY,2019-Oct-32 19:23:17.400000,5068.266800
TKSPY,2019-Oct-32 19:24:25.966000,6248.534400
TKSPY,2019-Oct-32 19:25:32.941000,6009.662400
TKSPY,2019-Oct-32 19:26:46.282000,5313.150800
TKSPY,2019-Oct-32 19:28:00.187000,5509.980000
TKSPY,2019-Oct-32 19:29:10.935000,5312.800600
TKSPY,2019-Oct-32 19:30:11.654000,5422.263600
TKSPY,2019-Oct-32 19:31:22.253000,5377.503600
TKSPY,2019-Oct-32 19:32:29.564000,5245.284800
TKSPY,2019-Oct-32 19:33:33.763000,5178.580400
TKSPY,2019-Oct-32 19:34:51.102000,4642.818800
TKSPY,2019-Oct-32 19:35:54.470000,4664.928000
TKSPY,2019-Oct-32 19:37:16.627000,4574.856000
TKSPY,2019-Oct-32 19:38:28.654000,4687.282800
TKSPY,2019-Oct-32 19:39:40.317000,4484.514800
TKSPY,2019-Oct-32 19:40:43.747000,4802.337200
TKSPY,2019-Oct-32 19:41:53.814000,4847.994400
TKSPY,2019-Oct-32 19:43:01.913000,4756.464000
TKSPY,2019-Oct-32 19:44:09.532000,4504.522000
TKSPY,2019-Oct-32 19:45:19.196000,4389.123200
TKSPY,2019-Oct-32 19:46:26.657000,4504.763000
TKSPY,2019-Oct-32 19:47:37.925000,4133.023800
TKSPY,2019-Oct-32 19:48:37.956000,4179.662800
TKSPY,2019-Oct-32 19:49:45.532000,4318.645000
TKSPY,2019-Oct-32 19:50:48.836000,4977.416800
TKSPY,2019-Oct-32 19:51:58.372000,5309.560400
TKSPY,2019-Oct-32 19:53:04.804000,4713.138000
TKSPY,2019-Oct-32 19:54:15.269000,5505.864400
TKSPY,2019-Oct-32 19:55:21.733000,5139.422800
TKSPY,2019-Oct-32 19:56:27.590000,5386.027600
TKSPY,2019-Oct-32 19:57:33.183000,4693.345600
TKSPY,2019-Oct-32 19:58:37.149000,4492.335600
TKSPY,2019-Oct-32 19:59:41.940000,4953.262400
TKSPY,2019-Oct-32 20:01:28.620000,5676.555200
TKSPY,2019-Oct-32 20:04:50.441000,5676.555200
TKSPY,2019-Oct-32 20:11:12.169000,5676.555200
TKSPY,2019-Oct-32 20:13:04.228000,5676.555200
TKSPY,2019-Oct-32 20:14:30.197000,5676.555200
TKSPY,2019-Oct-32 20:16:02.190000,5676.555200
TKSPY,2019-Oct-32 20:31:08.515000,5676.555200
TKSPY,2019-Oct-32 20:38:42.678000,5676.555200
TKSPY,2019-Oct-32 20:46:09.191000,5676.555200
TKSPY,2019-Oct-32 20:49:28.368000,5676.555200
TKSPY,2019-Oct-32 20:50:49.296000,5676.555200
