StrategyName,TradeTime,Symbol,Quantity,Price,ExecutionCost,LiquidityAction,LiquidityCode,RawLiquidity,Account,Trader,MarketCenter,OrderID,ExecID,TransactionType
TKSPY,2019-Oct-30 13:40:27.128000,SPY,1,302.680000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587730,,FILL
TKSPY,2019-Oct-30 13:40:35.738000,SPY,1,302.710000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587731,,FILL
TKSPY,2019-Oct-30 13:40:40.206000,SPY,1,302.690000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587733,,FILL
TKSPY,2019-Oct-30 13:40:44.409000,SPY,1,302.690000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587734,,FILL
TKSPY,2019-Oct-30 13:40:45.270000,SPY,1,302.690000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587735,,FILL
TKSPY,2019-Oct-30 13:40:46.684000,SPY,1,302.700000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587736,,FILL
TKSPY,2019-Oct-30 13:40:47.308000,SPY,1,302.690000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587737,,FILL
TKSPY,2019-Oct-30 13:40:55.228000,SPY,1,302.680000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587739,,FILL
TKSPY,2019-Oct-30 13:40:56.217000,SPY,1,302.690000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587740,,FILL
TKSPY,2019-Oct-30 13:40:58.264000,SPY,1,302.710000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587743,,FILL
TKSPY,2019-Oct-30 13:40:58.264000,SPY,1,302.710000,0.001200,REMOVED,0,,SIM-1001-101,dlariviere,IEX,363440132587744,,FILL
